name,play,fans,label,score,times,date,info,imgUrl,longComments,shortComments
齐木楠雄的灾难 始动篇,3072.8万,372.6万追番,20.1万,9.8,39186人评,2019年12月31日开播,"已完结, 全6话",http://i0.hdslb.com/bfs/bangumi/image/ba59822eded39b5254fb01448a7f1502101d5624.png,34,10567
Ｄｒ．ＳＴＯＮＥ 石纪元  (第二季),6590.9万,371.5万追番,36.7万,9.7,24553人评,2021年1月14日开播,"已完结, 全11话",http://i0.hdslb.com/bfs/bangumi/image/1830ac3beeb4436645bee4e5d6ab26fc39267d90.png,40,5961
月色真美,7155.6万,370.5万追番,339.1万,9.8,53639人评,2017年4月6日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/5ce66f68d54052e3a305524b9b06a76977e974fc.jpg,419,20962
地缚少年花子君,7256.2万,369.4万追番,168.2万,9.4,72642人评,2020年1月10日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/image/0318e1b5349c7c3714846723f6b64a50dc0b49ac.png,215,27517
动物狂想曲 / BEASTARS 第二季,4500.3万,368.6万追番,48.4万,9.1,29040人评,2021年1月7日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/image/de1dc90a7fb5456a9db09b0e21b1d04e3a1606cb.png,123,9009
Re：创造主,1亿,367.8万追番,259.1万,8.9,34534人评,2017年4月9日开播,"已完结, 全22话",http://i0.hdslb.com/bfs/bangumi/3944fe0b84a5763cde6b0573773b89ba86b4321d.jpg,378,14305
路人女主的养成方法 ♭,2827.7万,366.5万追番,37万,9.7,26372人评,2017年4月6日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/image/70497cb24cde8488f3a93bbf5bdee168188e826b.jpg,143,8265
日常,5889.4万,363.4万追番,120.4万,9.9,64422人评,2011年4月2日开播,"已完结, 全26话",http://i0.hdslb.com/bfs/bangumi/image/db92d4a50936147f0d3c235b9af880e6dc3f5bad.png,152,20392
卫宫家今天的饭,8664.6万,362.6万追番,114.9万,9.8,56101人评,2018年1月1日开播,"已完结, 全13话",http://i0.hdslb.com/bfs/bangumi/f24f032372642f35257f66478ccfa51800b504a8.jpg,153,20860
笨女孩,1.2亿,362.4万追番,217.5万,9.3,32812人评,2017年7月4日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/c897c607f6d2e40a18cb9656aed48ea26c252721.jpg,81,11629
罪恶王冠,7555.7万,362万追番,592.3万,9.1,42841人评,2011年10月13日开播,"已完结, 全22话",http://i0.hdslb.com/bfs/bangumi/image/93e0aaf760327bbf074aff33f6ea3adf2c84ab5c.jpg,376,16166
平凡职业造就世界最强,1.5亿,361.9万追番,176.7万,6.1,232668人评,2019年7月8日开播,"已完结, 全14话",http://i0.hdslb.com/bfs/bangumi/ce55ba2772db23fcf816ac7f82afc2f6eb2c26c9.png,246,112669
刀剑神域,1.6亿,358.9万追番,792.6万,9.7,92582人评,2012年7月7日开播,"已完结, 全25话",http://i0.hdslb.com/bfs/bangumi/fcdb9db0cc3f5c0c3aaa4ca1a9ddea6c121db471.jpg,316,33646
魔女之旅,8224.7万,358.4万追番,114.6万,9.7,88066人评,2020年10月2日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/image/09533e0b510630235326a818adabb6c64c1abce2.png,497,32451
CLANNAD,4982万,356.6万追番,171.1万,9.9,68308人评,2007年10月4日开播,"已完结, 全23话",http://i0.hdslb.com/bfs/bangumi/image/c2eba075e21ef065706137c68462465622a084c5.png,307,25262
约定的梦幻岛,7791.5万,352万追番,93.6万,9.8,79635人评,2019年1月9日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/65f89e0a0d050ff987159829fcf565faae199d08.png,237,28517
可塑性记忆,7518.6万,349.8万追番,273.9万,9.7,35066人评,2015年4月4日开播,"已完结, 全13话",http://i0.hdslb.com/bfs/bangumi/3e688cd89f778968bdf6f6d9ca6f3d20b76f04ea.jpg,292,12928
动物狂想曲 / BEASTARS,8414.7万,349.2万追番,114.5万,9.7,85480人评,2019年10月10日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/9585f07662bfc460d157fa431543aa98f6f3a9be.png,362,27081
魔法禁书目录 第一季,9262.7万,348.2万追番,734.8万,9.1,18720人评,2008年10月4日开播,"已完结, 全24话",http://i0.hdslb.com/bfs/bangumi/85ecf86a69c6f337ec7762922471eaf63020b26f.jpg,56,4749
终结的炽天使,1.3亿,348.1万追番,265.2万,8.6,14315人评,2015年4月4日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/image/1540c4050bd0f9ba48f59d9c1056acf1d6e26492.jpg,64,4602
食戟之灵 餐之皿,2140.6万,343.9万追番,16.5万,9.4,3843人评,2017年10月3日开播,"已完结, 全24话",http://i0.hdslb.com/bfs/bangumi/image/ba2d5db28415558a577f71b4f845fcea45ea1bac.jpg,17,947
转生成为了只有乙女游戏破灭Flag的邪恶大小姐,1亿,343.5万追番,171.7万,9.6,81634人评,2020年4月5日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/image/942d7b582025b1abcb1ee6e797407d4314867b02.png,172,25047
